1	1	1
1	2	1
1	3	1
1	21	1
2	3	-1
2	4	1
2	5	1
3	2	-1
3	6	1
3	7	1
4	5	-1
4	7	-1
4	8	1
5	1	-1
5	10	1
5	9	1
6	11	1
6	4	-1
6	10	-1
7	9	-1
7	12	1
7	6	-1
8	11	-1
8	8	-1
8	21	-1
8	12	-1
9	1	-2
9	14	-1
9	13	1
10	2	-2
10	13	1
10	15	-1
11	16	-1
11	13	1
11	3	-2
12	17	-1
12	16	1
12	4	-2
13	16	1
13	5	-2
13	18	-1
14	6	-2
14	15	1
14	19	-1
15	7	-2
15	15	1
15	18	-1
16	8	-2
16	18	1
17	14	1
17	9	-2
17	19	-1
18	14	1
18	10	-2
18	17	-1
19	17	1
19	11	-2
20	12	-2
20	19	1
21	22	1
21	13	1
22	20	1
22	22	0
